corp_id,corp_name,school_id,school_name,ilearn_rate
1010,Greater Clark County Schools,886,Old Corden Porter School,***
1125,Clay Community Schools,895,Clay City Elementary School,69.00%
1125,Clay Community Schools,897,Clay City Jr-Sr High School,
1125,Clay Community Schools,901,Jackson Township Elementary School,
1125,Clay Community Schools,907,Staunton Elementary School,
1125,Clay Community Schools,923,Van Buren Elementary School,
1125,Clay Community Schools,925,North Clay Middle School,50.40%
1125,Clay Community Schools,941,East Side Elementary School,
1125,Clay Community Schools,942,Forest Park Elementary School,
1125,Clay Community Schools,949,Meridian Street Elementary School,
1150,Clinton Central School Corporation,957,Clinton Central Junior-Senior HS,
1150,Clinton Central School Corporation,961,Clinton Central Elementary School,51.70%
1160,Clinton Prairie School Corporation,977,Clinton Prairie Jr-Sr High School,
1160,Clinton Prairie School Corporation,981,Clinton Prairie Elementary School,54.20%
1170,Community Schools of Frankfort,999,Frankfort Middle School,32.70%
1170,Community Schools of Frankfort,1015,Green Meadows Intermediate Elem,
1170,Community Schools of Frankfort,1020,Suncrest Elementary School,
1180,Rossville Con School District,1021,Rossville Middle/Senior High Sch,58.50%
1180,Rossville Con School District,1033,Rossville Elementary School,
1300,Crawford County Community Sch Corp,1037,South Crawford Elementary School,
1300,Crawford County Community Sch Corp,1045,West Crawford Elementary School,
1300,Crawford County Community Sch Corp,1049,Crawford County Virtual Academy,***
1300,Crawford County Community Sch Corp,1061,Crawford County Middle School,29.90%
1300,Crawford County Community Sch Corp,1065,East Crawford Elementary School,
1315,Barr-Reeve Community Schools Inc,1069,Barr Reeve Middle/High School,59.50%
1315,Barr-Reeve Community Schools Inc,1075,Barr Reeve Elementary School,
1375,North Daviess Com Schools,1090,North Daviess Elementary School,33.00%
1375,North Daviess Com Schools,1121,North Daviess Jr-Sr High School,
1405,Washington Community Schools,1103,Washington Intermediate,
1405,Washington Community Schools,1105,Veale Elementary School,
1405,Washington Community Schools,1123,Washington Junior High School,
1405,Washington Community Schools,1129,Washington Upper Elementary,29.20%
1560,Sunman-Dearborn Com Sch Corp,1189,North Dearborn Elementary School,
1560,Sunman-Dearborn Com Sch Corp,1190,East Central Middle School,35.20%
1560,Sunman-Dearborn Com Sch Corp,1193,Bright Elementary School,
1560,Sunman-Dearborn Com Sch Corp,7211,Sunman Elementary School,
1600,South Dearborn Community Sch Corp,1141,Dillsboro Elementary School,78.90%
1600,South Dearborn Community Sch Corp,1165,Manchester Elementary School,38.20%
1600,South Dearborn Community Sch Corp,1172,South Dearborn Middle School,
1600,South Dearborn Community Sch Corp,1197,Aurora Elementary School,26.00%
1620,Lawrenceburg Community School Corp,1209,Greendale Middle School,30.30%
1620,Lawrenceburg Community School Corp,1217,Central Elementary School,
1655,Decatur County Community Schools,1263,South Decatur Jr-Sr High School,
1655,Decatur County Community Schools,1265,South Decatur Elementary School,37.70%
1655,Decatur County Community Schools,1266,North Decatur Elementary School,53.70%
1655,Decatur County Community Schools,1267,North Decatur Jr-Sr High School,
1730,Greensburg Community Schools,1269,Greensburg Community Jr High,43.40%
1730,Greensburg Community Schools,1270,Greensburg Elementary,
1805,DeKalb Co Eastern Com Sch Dist,1317,Eastside Junior-Senior High School,
1805,DeKalb Co Eastern Com Sch Dist,1321,Butler Elementary School,14.30%
1805,DeKalb Co Eastern Com Sch Dist,1335,Riverdale Elementary School,70.00%
1820,Garrett-Keyser-Butler Com Sch Corp,1329,J E Ober Elementary School,
1820,Garrett-Keyser-Butler Com Sch Corp,1331,Garrett Middle School,31.30%
1835,DeKalb Co Ctl United Sch Dist,1341,Waterloo Elementary School,
1835,DeKalb Co Ctl United Sch Dist,1346,DeKalb Middle School,35.70%
1835,DeKalb Co Ctl United Sch Dist,1351,James R Watson Elementary School,
1835,DeKalb Co Ctl United Sch Dist,1357,McKenney-Harrison Elementary Sch,
1835,DeKalb Co Ctl United Sch Dist,1359,Country Meadow Elementary School,
1875,Delaware Community School Corp,1365,Royerton Elementary School,
1875,Delaware Community School Corp,1367,Delta Middle School,37.20%
1875,Delaware Community School Corp,1409,Eaton Elementary School,
1875,Delaware Community School Corp,1520,Albany Elementary School,
1885,Wes-Del Community Schools,1372,Wes-Del Middle/Senior High School,32.80%
1885,Wes-Del Community Schools,1413,Wes-Del Elementary School,
1895,Liberty-Perry Community Sch Corp,1377,Selma Middle School,62.40%
1895,Liberty-Perry Community Sch Corp,1381,Selma Elementary School,
1900,Cowan Community School Corp,1385,Cowan Elementary School,64.40%
1900,Cowan Community School Corp,1386,Cowan High School,
1910,Yorktown Community Schools,1387,Yorktown Middle School,44.70%
1910,Yorktown Community Schools,1393,Yorktown Elementary School,
1940,Daleville Community Schools,1401,Daleville Jr-Sr High School,
1940,Daleville Community Schools,1405,Daleville Elementary School,50.00%
1970,Muncie Community Schools,1431,Northside Middle School,24.70%
1970,Muncie Community Schools,1437,Southside Middle School,4.00%
1970,Muncie Community Schools,1470,Grissom Elementary School,
1970,Muncie Community Schools,1482,South View Elementary School,
1970,Muncie Community Schools,1485,Longfellow Elementary School,
1970,Muncie Community Schools,1496,North View Elementary School,
1970,Muncie Community Schools,1500,Muncie Virtual Academy,***
1970,Muncie Community Schools,1513,East Washington Academy,
1970,Muncie Community Schools,1517,West View Elementary School,
1970,Muncie Community Schools,1524,Youth Opportunity Center,***
2040,Northeast Dubois Co Sch Corp,1545,Northeast Dubois Jr/Sr High School,
2040,Northeast Dubois Co Sch Corp,1549,Northeast Dubois Intermediate School,81.00%
2100,Southeast Dubois Co Sch Corp,1563,Pine Ridge Elementary School,
2100,Southeast Dubois Co Sch Corp,1581,Ferdinand Elementary School,
2100,Southeast Dubois Co Sch Corp,1583,Forest Park Jr-Sr High School,
2100,Southeast Dubois Co Sch Corp,1586,Cedar Crest Intermediate School,67.10%
2110,Southwest Dubois Co Sch Corp,1529,Holland Elementary School,
2110,Southwest Dubois Co Sch Corp,1587,Southridge Middle School,51.10%
2110,Southwest Dubois Co Sch Corp,1590,Huntingburg Elementary School,
2120,Greater Jasper Consolidated Schs,1569,Ireland Elementary School,
2120,Greater Jasper Consolidated Schs,1575,Jasper Middle School,47.30%
2120,Greater Jasper Consolidated Schs,1601,Jasper Elementary School,
2155,Fairfield Community Schools,1613,Fairfield Jr-Sr High School,
2155,Fairfield Community Schools,1621,Millersburg Elementary- Middle Sch,52.50%
2155,Fairfield Community Schools,1649,New Paris Elementary School,60.60%
2155,Fairfield Community Schools,1652,Benton Elementary School,54.30%
2260,Baugo Community Schools,1703,Jimtown Junior High School,
2260,Baugo Community Schools,1707,Jimtown Intermediate School,68.40%
2270,Concord Community Schools,1713,Concord Junior High School,
2270,Concord Community Schools,1718,Concord Intermediate School,30.70%
2270,Concord Community Schools,1721,Concord East Side Elementary Sch,
2270,Concord Community Schools,1723,Concord Ox Bow Elementary School,
2270,Concord Community Schools,1725,Concord South Side Elementary Sch,
2270,Concord Community Schools,1729,Concord West Side Elem School,
2275,Middlebury Community Schools,1656,Jefferson Elementary School,
2275,Middlebury Community Schools,1657,Northridge Middle School,43.00%
2275,Middlebury Community Schools,1697,York Elementary School,
2275,Middlebury Community Schools,1731,Heritage Intermediate School,
2275,Middlebury Community Schools,1732,Middlebury Elementary School,
2275,Middlebury Community Schools,1734,Orchard View School,
2285,Wa-Nee Community Schools,1669,North Wood Middle School,65.50%
2285,Wa-Nee Community Schools,1735,Wakarusa Elementary School,
2285,Wa-Nee Community Schools,1743,Nappanee Elementary School,
2285,Wa-Nee Community Schools,1747,Woodview Elementary School,
2305,Elkhart Community Schools,1617,Cleveland Elementary School,19.70%
2305,Elkhart Community Schools,1673,Osolo Elementary School,28.30%
2305,Elkhart Community Schools,1679,Eastwood Elementary School,24.60%
2305,Elkhart Community Schools,1681,Mary Feeser Elementary School,18.30%
2305,Elkhart Community Schools,1693,Bristol Elementary School,2.60%
2305,Elkhart Community Schools,1752,Elkhart Alternative Education,0.00%
2305,Elkhart Community Schools,1753,North Side Middle School,
2305,Elkhart Community Schools,1761,West Side Middle School,
2305,Elkhart Community Schools,1763,Pierre Moran Middle School,
2305,Elkhart Community Schools,1765,Beardsley Elementary School,10.20%
2305,Elkhart Community Schools,1769,Mary Beck Elementary School,1.80%
2305,Elkhart Community Schools,1773,Mary Daly Elementary School,8.70%
2305,Elkhart Community Schools,1785,Pinewood Elementary School,22.80%
2305,Elkhart Community Schools,1789,Monger Elementary School,40.00%
2305,Elkhart Community Schools,1797,Riverview Elementary School,42.90%
2305,Elkhart Community Schools,1801,Roosevelt STEAM Academy ,33.30%
2305,Elkhart Community Schools,1817,Woodland Elementary School,12.30%
2315,Goshen Community Schools,1629,Goshen Junior High School,
2315,Goshen Community Schools,1633,Model Elementary School,
2315,Goshen Community Schools,1641,Waterford Elementary School,
2315,Goshen Community Schools,1829,Chamberlain Elementary School,
2315,Goshen Community Schools,1833,Chandler Elementary School,
2315,Goshen Community Schools,1843,Parkside Elementary School,
2315,Goshen Community Schools,1847,Prairie View Elementary School,
2315,Goshen Community Schools,1849,West Goshen Elementary School,
2315,Goshen Community Schools,2318,Goshen Intermediate School,29.10%
2395,Fayette County School Corporation,1869,Everton Elementary School,35.70%
2395,Fayette County School Corporation,1895,Connersville Middle School,
2395,Fayette County School Corporation,1897,Eastview Elementary School,33.30%
2395,Fayette County School Corporation,1909,Frazee Elementary School,26.20%
2395,Fayette County School Corporation,1913,Grandview Elementary School,23.90%
2395,Fayette County School Corporation,1921,Fayette Central Elementary,50.00%
2400,New Albany-Floyd Co Con Sch,1929,Georgetown Elementary School,
2400,New Albany-Floyd Co Con Sch,1931,Highland Hills Middle School,65.40%
2400,New Albany-Floyd Co Con Sch,1933,Hazelwood Middle School,32.70%
2400,New Albany-Floyd Co Con Sch,1937,Nathaniel Scribner Middle School,28.60%
2400,New Albany-Floyd Co Con Sch,1943,Slate Run Elementary School,
2400,New Albany-Floyd Co Con Sch,1949,Fairmont Elementary School,
2400,New Albany-Floyd Co Con Sch,1953,Greenville Elementary School,
2400,New Albany-Floyd Co Con Sch,1957,Grant Line Elementary School,
2400,New Albany-Floyd Co Con Sch,1961,Green Valley Elementary School,
2400,New Albany-Floyd Co Con Sch,1966,Floyds Knobs Elementary School,
2400,New Albany-Floyd Co Con Sch,1974,Mount Tabor Elementary School,
2400,New Albany-Floyd Co Con Sch,1981,S Ellen Jones Elementary School,
2435,Attica Consolidated School Corp,2053,Attica High School,14.30%
2435,Attica Consolidated School Corp,2057,Attica Elementary School,
2440,Covington Community School Corp,2009,Covington Elementary School,
2440,Covington Community School Corp,2013,Covington Middle School,48.10%
2455,Southeast Fountain School Corp,2021,Southeast Fountain Elementary,
2455,Southeast Fountain School Corp,2022,Fountain Central High School,19.80%
2455,Southeast Fountain School Corp,2458,Southeast Fountain Virtual Academy,
2475,Franklin County Community Sch Corp,2082,Laurel School,40.00%
2475,Franklin County Community Sch Corp,2123,Franklin County Middle School ,22.10%
2475,Franklin County Community Sch Corp,2125,Brookville Elementary School,
2475,Franklin County Community Sch Corp,2127,Mount Carmel School,48.30%
2645,Rochester Community School Corp,2173,Rochester Community High School,
2645,Rochester Community School Corp,2177,Rochester Community Middle School,21.10%
2645,Rochester Community School Corp,2185,George M Riddle Elementary School,
2650,Caston School Corporation,2157,Caston Elementary School,
2650,Caston School Corporation,2159,Caston Jr-Sr High School,25.40%
2725,East Gibson School Corporation,2189,Barton Township Elementary,***
2725,East Gibson School Corporation,2194,Wood Memorial Middle School,
2725,East Gibson School Corporation,2201,Francisco Elementary School,***
2725,East Gibson School Corporation,2237,Oakland City Elementary School,9.40%
2735,North Gibson School Corporation,2223,Princeton Comm Intermediate School,
2735,North Gibson School Corporation,2225,Princeton Community Middle,31.40%
2765,South Gibson School Corporation,2205,Haubstadt Community School,62.50%
2765,South Gibson School Corporation,2214,Fort Branch Community School,40.30%
2765,South Gibson School Corporation,2241,Owensville Community School,72.50%
2815,Eastbrook Community Sch Corp,2263,Eastbrook South Elementary,
2815,Eastbrook Community Sch Corp,2264,Eastbrook North Elementary,
2815,Eastbrook Community Sch Corp,2299,Eastbrook Middle School,55.30%
2825,Madison-Grant United School Corp,2321,Madison-Grant Jr./Sr. High School,
2825,Madison-Grant United School Corp,2329,Park Elementary School,21.10%
2825,Madison-Grant United School Corp,2834,Virtual Preparatory Academy of Indiana at Madison-Grant K-5,
2825,Madison-Grant United School Corp,2836,Virtual Preparatory Academy of Indiana at Madison-Grant 6-8,3.10%
2855,Mississinewa Community School Corp,2335,R J Baskett Middle School,28.60%
2855,Mississinewa Community School Corp,2346,Northview Elementary School,
2865,Marion Community Schools,2350,Justice Thurgood Marshall Intrmd,21.10%
2865,Marion Community Schools,2357,John L McCulloch Junior High Sch,
2865,Marion Community Schools,2369,Allen Elementary School,
2865,Marion Community Schools,2393,John W Kendall Elem School,
2865,Marion Community Schools,2405,Riverview Elementary School,
2865,Marion Community Schools,2409,Frances Slocum Elem School,
2920,Bloomfield School District,2417,Bloomfield Elementary School,
2920,Bloomfield School District,2421,Bloomfield Middle School,24.60%
2940,Eastern Greene Schools,2433,Eastern Greene Elementary School,
2940,Eastern Greene Schools,2436,Eastern Greene Middle School,35.40%
2950,Linton-Stockton School Corporation,2438,Linton-Stockton Middle School,45.50%
2950,Linton-Stockton School Corporation,2441,Linton-Stockton Elementary,
2960,MSD Shakamak Schools,2445,Shakamak Jr-Sr High School,
2960,MSD Shakamak Schools,2449,Shakamak Elementary School,56.80%
2980,White River Valley School District,2457,White River Valley Middle School,52.80%
2980,White River Valley School District,2460,White River Valley Elementary Sch,
3005,Hamilton Southeastern Schools,2464,Deer Creek Elementary,
3005,Hamilton Southeastern Schools,2466,Brooks School Elementary,
3005,Hamilton Southeastern Schools,2468,New Britton Elementary School,
3005,Hamilton Southeastern Schools,2469,Fishers Elementary School,
3005,Hamilton Southeastern Schools,2470,Cumberland Road Elem School,
3005,Hamilton Southeastern Schools,2471,Hoosier Road Elementary School,
3005,Hamilton Southeastern Schools,2473,Fall Creek Elementary School,
3005,Hamilton Southeastern Schools,2474,Geist Elementary School,
3005,Hamilton Southeastern Schools,2475,Lantern Road Elementary School,
3005,Hamilton Southeastern Schools,2476,Fishers Junior High School,
3005,Hamilton Southeastern Schools,2479,Sand Creek Intermediate School,50.20%
3005,Hamilton Southeastern Schools,2481,Harrison Parkway Elementary School,
3005,Hamilton Southeastern Schools,2482,Sand Creek Elementary,
3005,Hamilton Southeastern Schools,2483,Thorpe Creek Elementary,
3005,Hamilton Southeastern Schools,2484,Southeastern Elementary School,
3005,Hamilton Southeastern Schools,2485,Fall Creek Intermediate School,65.00%
3005,Hamilton Southeastern Schools,2486,Fall Creek Junior High,
3005,Hamilton Southeastern Schools,2489,Hamilton SE Int and Jr High Sch,71.40%
3005,Hamilton Southeastern Schools,2490,Riverside Junior High,
3005,Hamilton Southeastern Schools,2500,Riverside Intermediate School,75.70%
3025,Hamilton Heights School Corp,2478,Hamilton Heights Elementary School,
3025,Hamilton Heights School Corp,2501,Hamilton Heights Middle School,52.90%
3030,Westfield-Washington Schools,2491,Westfield Middle School,
3030,Westfield-Washington Schools,2492,Shamrock Springs Elementary School,***
3030,Westfield-Washington Schools,2494,Carey Ridge Elementary School,
3030,Westfield-Washington Schools,2495,Washington Woods Elementary School,
3030,Westfield-Washington Schools,2496,Oak Trace Elementary School,
3030,Westfield-Washington Schools,2498,Monon Trail Elementary School,
3030,Westfield-Washington Schools,2503,Westfield Intermediate School,64.70%
3030,Westfield-Washington Schools,2504,Maple Glen Elementary,
3055,Sheridan Community Schools,2465,Sheridan Elementary School,
3055,Sheridan Community Schools,6780,Sheridan Middle School,51.10%
3060,Carmel Clay Schools,2506,Clay Middle School,60.60%
3060,Carmel Clay Schools,2507,Woodbrook Elementary School,
3060,Carmel Clay Schools,2508,Cherry Tree Elementary School,
3060,Carmel Clay Schools,2509,Carmel Elementary School,
3060,Carmel Clay Schools,2510,College Wood Elementary School,
3060,Carmel Clay Schools,2511,Carmel Middle School,57.80%
3060,Carmel Clay Schools,2512,Smoky Row Elementary School,
3060,Carmel Clay Schools,2515,Prairie Trace Elementary School,
3060,Carmel Clay Schools,2516,Mohawk Trails Elementary School,
3060,Carmel Clay Schools,2518,Forest Dale Elementary School,
3060,Carmel Clay Schools,2520,Creekside Middle School,81.10%
3060,Carmel Clay Schools,2522,Towne Meadow Elementary School,
3060,Carmel Clay Schools,2526,West Clay Elementary School,
3060,Carmel Clay Schools,3071,Clay Center Elementary School,
3070,Noblesville Schools,2521,Noblesville East Middle School,55.70%
3070,Noblesville Schools,2523,Hinkle Creek Elementary School,
3070,Noblesville Schools,2529,North Elementary School,
3070,Noblesville Schools,2533,Stony Creek Elementary School,
3070,Noblesville Schools,2537,Noble Crossing Elementary School,
3070,Noblesville Schools,2538,Hazel Dell Elementary School,
3070,Noblesville Schools,2539,Promise Road Elementary,
3070,Noblesville Schools,2542,Noblesville West Middle School,57.80%
3070,Noblesville Schools,2547,White River Elementary School,
3115,Southern Hancock Co Com Sch Corp,2543,New Palestine Intermediate School ,65.70%
3115,Southern Hancock Co Com Sch Corp,2563,Brandywine Elementary School,
3115,Southern Hancock Co Com Sch Corp,2564,New Palestine Elementary School,
3115,Southern Hancock Co Com Sch Corp,2566,New Palestine Jr High School ,
3115,Southern Hancock Co Com Sch Corp,2567,Sugar Creek Elementary Sch,
3125,Greenfield-Central Com Schools,2577,Maxwell Intermediate School,46.20%
3125,Greenfield-Central Com Schools,2579,Greenfield Central Junior High Sch,
3125,Greenfield-Central Com Schools,2581,Eden Elementary School,
3125,Greenfield-Central Com Schools,2588,JB Stephens Elementary School,
3125,Greenfield-Central Com Schools,2593,Greenfield Intermediate School,48.80%
3125,Greenfield-Central Com Schools,2597,Harris Elementary School,
3125,Greenfield-Central Com Schools,2609,Weston Elementary School,
3135,Mt Vernon Community School Corp,2558,Fortville Elementary School,
3135,Mt Vernon Community School Corp,2559,Mt Vernon Middle School,54.20%
3135,Mt Vernon Community School Corp,2561,Mt Comfort Elementary School,
3135,Mt Vernon Community School Corp,2570,McCordsville Elementary School,
3145,Eastern Hancock Co Com Sch Corp,2582,Eastern Hancock Middle School,25.70%
3145,Eastern Hancock Co Com Sch Corp,2586,Eastern Hancock Elementary School,
3160,Lanesville Community School Corp,2611,Lanesville Elementary School,52.40%
3160,Lanesville Community School Corp,2613,Lanesville Jr-Sr HS,
